name,model,rebar_version,engine,engine_version,err,haystack_len,iters,total,median,mad,mean,stddev,min,max
captures/contiguous-letters,count-captures,0.0.1 (rev c050f4a04c),go/regexp,1.20.3,,61436,54,4.56s,55.59ms,51.00us,55.72ms,1.62ms,52.36ms,61.64ms
curated/01-literal/sherlock-en,count,0.0.1 (rev c050f4a04c),go/regexp,1.20.3,,899232,13421,4.51s,210.15us,0.00ns,223.49us,42.46us,197.14us,617.13us
curated/01-literal/sherlock-casei-en,count,0.0.1 (rev c050f4a04c),go/regexp,1.20.3,,899232,155,4.56s,19.42ms,0.00ns,19.44ms,119.63us,19.23ms,20.37ms
curated/01-literal/sherlock-ru,count,0.0.1 (rev c050f4a04c),go/regexp,1.20.3,,1570556,4213,4.51s,699.40us,0.00ns,712.12us,64.04us,675.76us,1.44ms
curated/01-literal/sherlock-casei-ru,count,0.0.1 (rev c050f4a04c),go/regexp,1.20.3,,1570556,66,4.56s,45.72ms,667.00ns,45.64ms,242.31us,45.10ms,46.07ms
curated/01-literal/sherlock-zh,count,0.0.1 (rev c050f4a04c),go/regexp,1.20.3,,813478,7978,4.51s,380.30us,0.00ns,376.00us,14.43us,354.05us,557.91us
curated/02-literal-alternate/sherlock-en,count,0.0.1 (rev c050f4a04c),go/regexp,1.20.3,,899232,88,4.56s,34.22ms,1.66us,34.18ms,504.29us,32.96ms,35.56ms
curated/02-literal-alternate/sherlock-casei-en,count,0.0.1 (rev c050f4a04c),go/regexp,1.20.3,,899232,55,4.61s,55.04ms,0.00ns,55.06ms,258.22us,54.39ms,55.65ms
curated/02-literal-alternate/sherlock-ru,count,0.0.1 (rev c050f4a04c),go/regexp,1.20.3,,1570556,66,4.61s,46.04ms,2.50us,46.00ms,493.43us,44.68ms,47.19ms
curated/02-literal-alternate/sherlock-casei-ru,count,0.0.1 (rev c050f4a04c),go/regexp,1.20.3,,1570556,19,4.71s,166.49ms,0.00ns,166.53ms,203.14us,165.95ms,166.88ms
curated/02-literal-alternate/sherlock-zh,count,0.0.1 (rev c050f4a04c),go/regexp,1.20.3,,813478,179,4.56s,16.84ms,0.00ns,16.85ms,314.14us,15.89ms,17.77ms
