name,model,rebar_version,engine,engine_version,err,haystack_len,iters,total,median,mad,mean,stddev,min,max
curated/01-literal/sherlock-en,count,0.0.1 (rev c050f4a04c),rust/regex/lite,0.1.0,,899232,276,4.51s,10.86ms,1.19us,10.88ms,79.28us,10.76ms,11.24ms
curated/01-literal/sherlock-casei-en,count,0.0.1 (rev c050f4a04c),rust/regex/lite,0.1.0,,899232,194,4.56s,15.57ms,1.82us,15.54ms,193.36us,15.02ms,15.96ms
curated/01-literal/sherlock-ru,count,0.0.1 (rev c050f4a04c),rust/regex/lite,0.1.0,,1570556,233,4.56s,12.91ms,0.00ns,12.90ms,138.97us,12.51ms,13.26ms
curated/01-literal/sherlock-zh,count,0.0.1 (rev c050f4a04c),rust/regex/lite,0.1.0,,813478,630,4.51s,4.77ms,12.00ns,4.76ms,50.31us,4.63ms,4.97ms
curated/02-literal-alternate/sherlock-en,count,0.0.1 (rev c050f4a04c),rust/regex/lite,0.1.0,,899232,113,4.56s,26.63ms,0.00ns,26.59ms,375.84us,25.52ms,27.55ms
curated/02-literal-alternate/sherlock-casei-en,count,0.0.1 (rev c050f4a04c),rust/regex/lite,0.1.0,,899232,82,4.56s,36.79ms,7.40us,36.80ms,230.99us,36.19ms,37.34ms
curated/02-literal-alternate/sherlock-ru,count,0.0.1 (rev c050f4a04c),rust/regex/lite,0.1.0,,1570556,103,4.56s,29.18ms,0.00ns,29.18ms,295.11us,28.55ms,29.99ms
curated/02-literal-alternate/sherlock-zh,count,0.0.1 (rev c050f4a04c),rust/regex/lite,0.1.0,,813478,277,4.56s,10.79ms,0.00ns,10.84ms,269.24us,10.31ms,11.79ms
curated/03-date/ascii,count-spans,0.0.1 (rev c050f4a04c),rust/regex/lite,0.1.0,,268796,11,4.91s,282.87ms,0.00ns,290.10ms,16.20ms,281.68ms,333.04ms
curated/03-date/compile-ascii,compile,0.0.1 (rev c050f4a04c),rust/regex/lite,0.1.0,,,2300,4.51s,299.59us,1.00ns,299.69us,2.84us,291.35us,314.08us
curated/04-ruff-noqa/real,grep-captures,0.0.1 (rev c050f4a04c),rust/regex/lite,0.1.0,,32514634,3,5.36s,1.07s,0.00ns,1.07s,2.40ms,1.06s,1.07s
curated/04-ruff-noqa/tweaked,grep-captures,0.0.1 (rev c050f4a04c),rust/regex/lite,0.1.0,,32514634,6,4.71s,517.74ms,66.67us,517.53ms,492.86us,516.85ms,518.05ms
curated/04-ruff-noqa/compile-real,compile,0.0.1 (rev c050f4a04c),rust/regex/lite,0.1.0,,,1000000,4.79s,2.06us,0.00ns,2.06us,77.00ns,1.79us,9.01us
curated/05-lexer-veryl/single,count-captures,0.0.1 (rev c050f4a04c),rust/regex/lite,0.1.0,,150600,11,4.86s,290.69ms,0.00ns,289.94ms,2.48ms,282.14ms,291.03ms
curated/05-lexer-veryl/compile-single,compile,0.0.1 (rev c050f4a04c),rust/regex/lite,0.1.0,,,7198,4.51s,37.91us,0.00ns,38.08us,797.00ns,36.80us,46.21us
curated/06-cloud-flare-redos/original,count-spans,0.0.1 (rev c050f4a04c),rust/regex/lite,0.1.0,,107,538467,4.73s,5.51us,0.00ns,5.54us,136.00ns,5.15us,11.08us
curated/06-cloud-flare-redos/simplified-short,count-spans,0.0.1 (rev c050f4a04c),rust/regex/lite,0.1.0,,102,676987,4.83s,4.38us,0.00ns,4.40us,159.00ns,4.07us,14.37us
curated/06-cloud-flare-redos/simplified-long,count-spans,0.0.1 (rev c050f4a04c),rust/regex/lite,0.1.0,,10001,7196,4.51s,416.29us,2.00ns,416.91us,8.47us,393.08us,474.00us
curated/07-unicode-character-data/parse-line,grep-captures,0.0.1 (rev c050f4a04c),rust/regex/lite,0.1.0,,1913704,49,4.61s,62.02ms,0.00ns,61.89ms,659.10us,60.40ms,63.16ms
curated/07-unicode-character-data/compile,compile,0.0.1 (rev c050f4a04c),rust/regex/lite,0.1.0,,,410962,4.68s,3.86us,0.00ns,3.87us,98.00ns,3.52us,9.79us
curated/08-words/all-english,count-spans,0.0.1 (rev c050f4a04c),rust/regex/lite,0.1.0,,76401,1303,4.51s,2.29ms,0.00ns,2.30ms,62.47us,2.17ms,2.51ms
curated/08-words/long-english,count-spans,0.0.1 (rev c050f4a04c),rust/regex/lite,0.1.0,,76401,1861,4.51s,1.61ms,0.00ns,1.61ms,24.14us,1.55ms,1.72ms
curated/09-aws-keys/full,grep-captures,0.0.1 (rev c050f4a04c),rust/regex/lite,0.1.0,,32514634,3,7.37s,1.47s,0.00ns,1.47s,1.99ms,1.46s,1.47s
curated/09-aws-keys/quick,grep,0.0.1 (rev c050f4a04c),rust/regex/lite,0.1.0,,32514634,4,5.47s,906.43ms,266.50us,906.20ms,1.32ms,904.16ms,907.79ms
curated/09-aws-keys/compile-full,compile,0.0.1 (rev c050f4a04c),rust/regex/lite,0.1.0,,,99761,4.57s,8.52us,0.00ns,8.59us,1.71us,8.08us,122.45us
curated/09-aws-keys/compile-quick,compile,0.0.1 (rev c050f4a04c),rust/regex/lite,0.1.0,,,1000000,4.66s,1.34us,0.00ns,1.34us,49.00ns,1.21us,6.33us
curated/10-bounded-repeat/letters-en,count,0.0.1 (rev c050f4a04c),rust/regex/lite,0.1.0,,151522,637,4.51s,4.71ms,0.00ns,4.72ms,58.98us,4.57ms,5.15ms
curated/10-bounded-repeat/context,count,0.0.1 (rev c050f4a04c),rust/regex/lite,0.1.0,,7384531,13,4.77s,236.12ms,0.00ns,236.03ms,540.35us,235.13ms,236.87ms
curated/10-bounded-repeat/capitals,count,0.0.1 (rev c050f4a04c),rust/regex/lite,0.1.0,,7384531,25,4.67s,124.39ms,0.00ns,124.48ms,370.39us,123.71ms,125.33ms
curated/10-bounded-repeat/compile-context,compile,0.0.1 (rev c050f4a04c),rust/regex/lite,0.1.0,,,178712,4.57s,8.55us,0.00ns,8.57us,173.00ns,8.14us,14.34us
curated/10-bounded-repeat/compile-capitals,compile,0.0.1 (rev c050f4a04c),rust/regex/lite,0.1.0,,,124354,4.57s,11.68us,0.00ns,11.73us,471.00ns,11.08us,98.78us
curated/11-unstructured-to-json/extract,grep-captures,0.0.1 (rev c050f4a04c),rust/regex/lite,0.1.0,,23952,3267,4.51s,915.70us,0.00ns,918.43us,12.03us,898.07us,0.98ms
curated/11-unstructured-to-json/compile,compile,0.0.1 (rev c050f4a04c),rust/regex/lite,0.1.0,,,300984,4.68s,2.41us,0.00ns,2.42us,75.00ns,2.13us,8.05us
curated/12-dictionary/single,count,0.0.1 (rev c050f4a04c),rust/regex/lite,0.1.0,,61436,3,6.02s,1.18s,0.00ns,1.18s,245.65us,1.18s,1.18s
curated/12-dictionary/compile-single,compile,0.0.1 (rev c050f4a04c),rust/regex/lite,0.1.0,,,1377,4.51s,1.65ms,0.00ns,1.64ms,47.14us,1.55ms,1.74ms
