name,model,rebar_version,engine,engine_version,err,haystack_len,iters,total,median,mad,mean,stddev,min,max
curated/01-literal/sherlock-en,count,0.0.1 (rev 661a26bd76),rust/regex/lite,0.1.0,,899232,273,4.51s,10.98ms,0.00ns,11.01ms,84.68us,10.92ms,11.30ms
curated/01-literal/sherlock-casei-en,count,0.0.1 (rev 661a26bd76),rust/regex/lite,0.1.0,,899232,197,4.56s,15.26ms,0.00ns,15.27ms,94.80us,15.01ms,15.57ms
curated/01-literal/sherlock-ru,count,0.0.1 (rev 661a26bd76),rust/regex/lite,0.1.0,,1570556,236,4.56s,12.73ms,71.00ns,12.73ms,78.01us,12.54ms,13.00ms
curated/01-literal/sherlock-zh,count,0.0.1 (rev 661a26bd76),rust/regex/lite,0.1.0,,813478,628,4.51s,4.77ms,7.00ns,4.78ms,37.91us,4.68ms,4.95ms
curated/02-literal-alternate/sherlock-en,count,0.0.1 (rev 661a26bd76),rust/regex/lite,0.1.0,,899232,117,4.56s,25.61ms,0.00ns,25.66ms,212.89us,25.36ms,26.47ms
curated/02-literal-alternate/sherlock-casei-en,count,0.0.1 (rev 661a26bd76),rust/regex/lite,0.1.0,,899232,78,4.62s,38.91ms,4.91us,38.93ms,273.08us,38.35ms,39.75ms
curated/02-literal-alternate/sherlock-ru,count,0.0.1 (rev 661a26bd76),rust/regex/lite,0.1.0,,1570556,103,4.56s,29.33ms,0.00ns,29.31ms,282.64us,28.77ms,30.31ms
curated/02-literal-alternate/sherlock-zh,count,0.0.1 (rev 661a26bd76),rust/regex/lite,0.1.0,,813478,289,4.51s,10.37ms,0.00ns,10.40ms,97.82us,10.26ms,10.86ms
curated/03-date/ascii,count-spans,0.0.1 (rev 661a26bd76),rust/regex/lite,0.1.0,,268796,11,4.71s,284.98ms,0.00ns,285.04ms,197.35us,284.74ms,285.37ms
curated/03-date/compile-ascii,compile,0.0.1 (rev 661a26bd76),rust/regex/lite,0.1.0,,,2944,4.51s,291.82us,1.00ns,292.19us,4.39us,281.11us,321.67us
curated/04-ruff-noqa/real,grep-captures,0.0.1 (rev 661a26bd76),rust/regex/lite,0.1.0,,32514634,3,5.27s,1.04s,0.00ns,1.04s,1.90ms,1.03s,1.04s
curated/04-ruff-noqa/tweaked,grep-captures,0.0.1 (rev 661a26bd76),rust/regex/lite,0.1.0,,32514634,6,4.72s,518.18ms,72.55us,518.21ms,388.15us,517.65ms,518.95ms
curated/04-ruff-noqa/compile-real,compile,0.0.1 (rev 661a26bd76),rust/regex/lite,0.1.0,,,1000000,4.75s,1.98us,0.00ns,1.98us,79.00ns,1.72us,6.69us
curated/05-lexer-veryl/single,count-captures,0.0.1 (rev 661a26bd76),rust/regex/lite,0.1.0,,150600,11,4.86s,287.17ms,0.00ns,287.21ms,105.25us,287.07ms,287.40ms
curated/05-lexer-veryl/compile-single,compile,0.0.1 (rev 661a26bd76),rust/regex/lite,0.1.0,,,7227,4.52s,36.92us,0.00ns,37.07us,705.00ns,35.91us,42.65us
curated/06-cloud-flare-redos/original,count-spans,0.0.1 (rev 661a26bd76),rust/regex/lite,0.1.0,,107,510297,4.79s,5.84us,0.00ns,5.85us,104.00ns,5.58us,15.01us
curated/06-cloud-flare-redos/simplified-short,count-spans,0.0.1 (rev 661a26bd76),rust/regex/lite,0.1.0,,102,630701,4.83s,4.72us,0.00ns,4.73us,97.00ns,4.49us,14.54us
curated/06-cloud-flare-redos/simplified-long,count-spans,0.0.1 (rev 661a26bd76),rust/regex/lite,0.1.0,,10001,6597,4.51s,454.68us,0.00ns,454.72us,3.96us,438.56us,499.90us
curated/07-unicode-character-data/parse-line,grep-captures,0.0.1 (rev 661a26bd76),rust/regex/lite,0.1.0,,1913704,48,4.56s,62.94ms,2.13us,62.92ms,352.11us,62.23ms,63.65ms
curated/07-unicode-character-data/compile,compile,0.0.1 (rev 661a26bd76),rust/regex/lite,0.1.0,,,402409,4.67s,3.97us,0.00ns,3.98us,103.00ns,3.53us,22.25us
curated/08-words/all-english,count-spans,0.0.1 (rev 661a26bd76),rust/regex/lite,0.1.0,,76401,1244,4.51s,2.42ms,102.00ns,2.41ms,69.48us,2.28ms,2.60ms
curated/08-words/long-english,count-spans,0.0.1 (rev 661a26bd76),rust/regex/lite,0.1.0,,76401,1830,4.51s,1.64ms,8.00ns,1.64ms,12.81us,1.60ms,1.78ms
curated/09-aws-keys/full,grep-captures,0.0.1 (rev 661a26bd76),rust/regex/lite,0.1.0,,32514634,3,7.22s,1.44s,0.00ns,1.44s,776.37us,1.43s,1.44s
curated/09-aws-keys/quick,grep,0.0.1 (rev 661a26bd76),rust/regex/lite,0.1.0,,32514634,4,5.57s,915.59ms,70.44us,915.62ms,1.42ms,913.63ms,917.65ms
curated/09-aws-keys/compile-full,compile,0.0.1 (rev 661a26bd76),rust/regex/lite,0.1.0,,,109559,4.57s,8.44us,0.00ns,8.48us,1.30us,8.01us,94.12us
curated/09-aws-keys/compile-quick,compile,0.0.1 (rev 661a26bd76),rust/regex/lite,0.1.0,,,1000000,4.69s,1.42us,0.00ns,1.42us,50.00ns,1.27us,5.51us
curated/10-bounded-repeat/letters-en,count,0.0.1 (rev 661a26bd76),rust/regex/lite,0.1.0,,151522,612,4.51s,4.90ms,48.00ns,4.90ms,45.15us,4.77ms,5.08ms
curated/10-bounded-repeat/context,count,0.0.1 (rev 661a26bd76),rust/regex/lite,0.1.0,,7384531,12,4.61s,255.28ms,119.56us,255.74ms,876.98us,254.87ms,257.45ms
curated/10-bounded-repeat/capitals,count,0.0.1 (rev 661a26bd76),rust/regex/lite,0.1.0,,7384531,24,4.56s,125.97ms,14.09us,125.89ms,374.81us,124.85ms,126.43ms
curated/10-bounded-repeat/compile-context,compile,0.0.1 (rev 661a26bd76),rust/regex/lite,0.1.0,,,177257,4.62s,8.44us,0.00ns,8.45us,180.00ns,6.37us,20.87us
curated/10-bounded-repeat/compile-capitals,compile,0.0.1 (rev 661a26bd76),rust/regex/lite,0.1.0,,,123809,4.57s,11.57us,0.00ns,11.62us,367.00ns,11.01us,33.78us
curated/11-unstructured-to-json/extract,grep-captures,0.0.1 (rev 661a26bd76),rust/regex/lite,0.1.0,,23952,3263,4.51s,917.76us,0.00ns,919.56us,10.51us,901.62us,0.98ms
curated/11-unstructured-to-json/compile,compile,0.0.1 (rev 661a26bd76),rust/regex/lite,0.1.0,,,286738,4.68s,2.48us,0.00ns,2.48us,76.00ns,2.17us,6.23us
curated/12-dictionary/single,count,0.0.1 (rev 661a26bd76),rust/regex/lite,0.1.0,,61436,3,5.52s,1.21s,0.00ns,1.22s,12.02ms,1.21s,1.23s
curated/12-dictionary/compile-single,compile,0.0.1 (rev 661a26bd76),rust/regex/lite,0.1.0,,,1600,4.51s,1.47ms,4.00ns,1.46ms,22.48us,1.42ms,1.54ms
curated/14-quadratic/1x,count,0.0.1 (rev 661a26bd76),rust/regex/lite,0.1.0,,100,31257,4.57s,95.84us,0.00ns,95.95us,1.25us,91.74us,105.17us
