name,model,rebar_version,engine,engine_version,err,haystack_len,iters,total,median,mad,mean,stddev,min,max
captures/contiguous-letters,count-captures,0.0.1 (rev 8c6edf6843),re2,2023-07-01,,61436,294,4.56s,10.21ms,414.00ns,10.22ms,145.20us,9.91ms,10.74ms
curated/01-literal/sherlock-en,count,0.0.1 (rev 8c6edf6843),re2,2023-07-01,,899232,43525,4.56s,68.56us,0.00ns,68.89us,2.26us,63.89us,86.67us
curated/01-literal/sherlock-casei-en,count,0.0.1 (rev 8c6edf6843),re2,2023-07-01,,899232,9116,4.51s,328.52us,0.00ns,329.08us,3.37us,324.39us,380.64us
curated/01-literal/sherlock-ru,count,0.0.1 (rev 8c6edf6843),re2,2023-07-01,,1570556,1539,4.51s,1.95ms,0.00ns,1.95ms,15.04us,1.94ms,2.01ms
curated/01-literal/sherlock-casei-ru,count,0.0.1 (rev 8c6edf6843),re2,2023-07-01,,1570556,1892,4.51s,1.58ms,0.00ns,1.59ms,8.07us,1.58ms,1.63ms
curated/01-literal/sherlock-zh,count,0.0.1 (rev 8c6edf6843),re2,2023-07-01,,813478,10950,4.51s,273.64us,0.00ns,273.94us,1.21us,271.88us,284.27us
curated/02-literal-alternate/sherlock-en,count,0.0.1 (rev 8c6edf6843),re2,2023-07-01,,899232,3230,4.51s,925.72us,1.00ns,928.87us,9.29us,923.05us,0.98ms
curated/02-literal-alternate/sherlock-casei-en,count,0.0.1 (rev 8c6edf6843),re2,2023-07-01,,899232,3225,4.51s,926.91us,0.00ns,930.46us,9.87us,923.66us,0.98ms
curated/02-literal-alternate/sherlock-ru,count,0.0.1 (rev 8c6edf6843),re2,2023-07-01,,1570556,1872,4.51s,1.60ms,1.00ns,1.60ms,6.58us,1.60ms,1.65ms
curated/02-literal-alternate/sherlock-casei-ru,count,0.0.1 (rev 8c6edf6843),re2,2023-07-01,,1570556,1844,4.51s,1.62ms,113.00ns,1.63ms,16.68us,1.61ms,1.69ms
curated/02-literal-alternate/sherlock-zh,count,0.0.1 (rev 8c6edf6843),re2,2023-07-01,,813478,3724,4.51s,802.68us,0.00ns,805.68us,8.09us,800.92us,857.88us
curated/03-date/ascii,count-spans,0.0.1 (rev 8c6edf6843),re2,2023-07-01,,268796,943,4.51s,3.18ms,0.00ns,3.18ms,25.39us,3.11ms,3.27ms
curated/03-date/compile-ascii,compile,0.0.1 (rev 8c6edf6843),re2,2023-07-01,,,1711,4.51s,1.15ms,0.00ns,1.15ms,8.73us,1.10ms,1.18ms
curated/04-ruff-noqa/real,grep-captures,0.0.1 (rev 8c6edf6843),re2,2023-07-01,,32514634,54,4.61s,56.22ms,7.93us,56.48ms,541.89us,55.81ms,57.59ms
