name,model,rebar_version,engine,engine_version,err,haystack_len,iters,total,median,mad,mean,stddev,min,max
captures/contiguous-letters,count-captures,0.0.1 (rev 8c6edf6843),rust/regexold,1.7.3,,61436,68,4.56s,44.30ms,5.24us,44.24ms,313.64us,43.36ms,44.67ms
curated/01-literal/sherlock-en,count,0.0.1 (rev 8c6edf6843),rust/regexold,1.7.3,,899232,121699,4.57s,24.57us,0.00ns,24.62us,362.00ns,23.84us,49.83us
curated/01-literal/sherlock-casei-en,count,0.0.1 (rev 8c6edf6843),rust/regexold,1.7.3,,899232,27753,4.56s,105.28us,0.00ns,108.07us,4.28us,104.30us,140.15us
curated/01-literal/sherlock-ru,count,0.0.1 (rev 8c6edf6843),rust/regexold,1.7.3,,1570556,68293,4.57s,43.78us,0.00ns,43.89us,558.00ns,42.70us,52.91us
curated/01-literal/sherlock-casei-ru,count,0.0.1 (rev 8c6edf6843),rust/regexold,1.7.3,,1570556,13435,4.51s,222.72us,0.00ns,223.27us,3.20us,219.76us,261.75us
curated/01-literal/sherlock-zh,count,0.0.1 (rev 8c6edf6843),rust/regexold,1.7.3,,813478,158158,4.62s,18.88us,0.00ns,18.93us,232.00ns,18.59us,31.04us
curated/02-literal-alternate/sherlock-en,count,0.0.1 (rev 8c6edf6843),rust/regexold,1.7.3,,899232,50493,4.56s,61.43us,0.00ns,59.38us,5.02us,47.96us,80.17us
curated/02-literal-alternate/sherlock-casei-en,count,0.0.1 (rev 8c6edf6843),rust/regexold,1.7.3,,899232,9559,4.51s,311.95us,0.00ns,313.81us,6.36us,304.21us,361.15us
curated/02-literal-alternate/sherlock-ru,count,0.0.1 (rev 8c6edf6843),rust/regexold,1.7.3,,1570556,6035,4.51s,496.70us,0.00ns,497.09us,2.30us,489.60us,519.24us
curated/02-literal-alternate/sherlock-casei-ru,count,0.0.1 (rev 8c6edf6843),rust/regexold,1.7.3,,1570556,895,4.51s,3.35ms,0.00ns,3.35ms,17.66us,3.30ms,3.39ms
