name,model,rebar_version,engine,engine_version,err,haystack_len,iters,total,median,mad,mean,stddev,min,max
dictionary/search/english-15,count-spans,0.1.0 (rev 79305bcb5f),d/dmd/std-regex,2.106,,61436,1574,4.56s,1.90ms,16.00ns,1.91ms,15.50us,1.88ms,2.06ms
imported/leipzig/twain,count,0.1.0 (rev 79305bcb5f),d/dmd/std-regex,2.106,,16013977,4284,4.56s,695.53us,3.00ns,700.31us,18.74us,682.48us,0.98ms
imported/leipzig/twain-insensitive,count,0.1.0 (rev 79305bcb5f),d/dmd/std-regex,2.106,,16013977,463,4.56s,6.48ms,0.00ns,6.49ms,36.14us,6.46ms,6.84ms
imported/leipzig/shing,count,0.1.0 (rev 79305bcb5f),d/dmd/std-regex,2.106,,16013977,455,4.56s,6.59ms,0.00ns,6.60ms,45.92us,6.57ms,6.91ms
imported/leipzig/huck-saw,count,0.1.0 (rev 79305bcb5f),d/dmd/std-regex,2.106,,16013977,458,4.56s,6.55ms,44.00ns,6.55ms,22.02us,6.53ms,6.72ms
imported/leipzig/word-ending-nn,count,0.1.0 (rev 79305bcb5f),d/dmd/std-regex,2.106,,16013977,8,5.22s,427.86ms,171.06us,427.92ms,866.52us,426.78ms,429.73ms
imported/leipzig/certain-long-strings-ending-x,count,0.1.0 (rev 79305bcb5f),d/dmd/std-regex,2.106,,16013977,5,5.52s,688.75ms,0.00ns,687.53ms,7.84ms,676.44ms,699.18ms
imported/leipzig/tom-sawyer-huckle-finn,count,0.1.0 (rev 79305bcb5f),d/dmd/std-regex,2.106,,16013977,367,4.56s,8.18ms,0.00ns,8.19ms,62.28us,8.07ms,8.42ms
imported/leipzig/tom-sawyer-huckle-fin-insensitive,count,0.1.0 (rev 79305bcb5f),d/dmd/std-regex,2.106,,16013977,82,4.61s,37.01ms,2.83us,36.70ms,809.83us,34.76ms,37.95ms
imported/leipzig/tom-sawyer-huckle-fin-prefix-short,count,0.1.0 (rev 79305bcb5f),d/dmd/std-regex,2.106,,16013977,2,6.87s,2.26s,3.12ms,2.26s,3.12ms,2.25s,2.26s
imported/leipzig/tom-sawyer-huckle-fin-prefix-long,count,0.1.0 (rev 79305bcb5f),d/dmd/std-regex,2.106,,16013977,2,6.97s,2.28s,3.19ms,2.28s,3.19ms,2.28s,2.29s
imported/leipzig/tom-river,count,0.1.0 (rev 79305bcb5f),d/dmd/std-regex,2.106,,16013977,309,4.56s,9.72ms,0.00ns,9.73ms,89.57us,9.54ms,10.04ms
imported/leipzig/ing,count,0.1.0 (rev 79305bcb5f),d/dmd/std-regex,2.106,,16013977,14,4.87s,228.49ms,301.79us,228.33ms,1.74ms,223.81ms,230.97ms
imported/leipzig/ing-whitespace,count,0.1.0 (rev 79305bcb5f),d/dmd/std-regex,2.106,,16013977,8,4.96s,408.79ms,196.85us,408.95ms,1.32ms,406.77ms,410.96ms
imported/leipzig/awyer-inn,count,0.1.0 (rev 79305bcb5f),d/dmd/std-regex,2.106,,16013977,405,4.56s,7.41ms,0.00ns,7.42ms,35.98us,7.36ms,7.60ms
imported/leipzig/quotes-bounded,count,0.1.0 (rev 79305bcb5f),d/dmd/std-regex,2.106,,16013977,45,4.66s,67.72ms,0.00ns,67.69ms,468.65us,66.85ms,68.50ms
imported/leipzig/non-ascii-alternate,count,0.1.0 (rev 79305bcb5f),d/dmd/std-regex,2.106,,16013977,471,4.56s,6.38ms,0.00ns,6.38ms,19.83us,6.35ms,6.53ms
imported/leipzig/math-symbols,count,0.1.0 (rev 79305bcb5f),d/dmd/std-regex,2.106,,16013977,473,4.56s,6.34ms,0.00ns,6.35ms,18.68us,6.33ms,6.55ms
imported/leipzig/bounded-strings-ending-z,count-spans,0.1.0 (rev 79305bcb5f),d/dmd/std-regex,2.106,,16013977,8,5.07s,417.25ms,504.31us,417.61ms,1.52ms,415.92ms,420.08ms
imported/lh3lh3-reb/uri,grep,0.1.0 (rev 79305bcb5f),d/dmd/std-regex,2.106,,39887114,5,5.47s,665.59ms,0.00ns,665.80ms,1.28ms,664.01ms,668.00ms
imported/lh3lh3-reb/email,grep,0.1.0 (rev 79305bcb5f),d/dmd/std-regex,2.106,,39887114,4,5.57s,907.17ms,1.54ms,907.74ms,2.56ms,905.13ms,911.47ms
imported/lh3lh3-reb/date,grep,0.1.0 (rev 79305bcb5f),d/dmd/std-regex,2.106,,39887114,24,4.82s,129.74ms,2.18us,129.89ms,346.06us,129.42ms,130.62ms
imported/lh3lh3-reb/uri-or-email,grep,0.1.0 (rev 79305bcb5f),d/dmd/std-regex,2.106,,39887114,2,5.17s,1.68s,2.67ms,1.68s,2.67ms,1.68s,1.69s
imported/mariomka/email,count,0.1.0 (rev 79305bcb5f),d/dmd/std-regex,2.106,,6839410,33,4.66s,91.71ms,0.00ns,91.77ms,733.70us,90.25ms,93.04ms
imported/mariomka/uri,count,0.1.0 (rev 79305bcb5f),d/dmd/std-regex,2.106,,6839410,31,4.61s,96.96ms,0.00ns,97.02ms,614.95us,95.97ms,98.10ms
imported/mariomka/ip,count,0.1.0 (rev 79305bcb5f),d/dmd/std-regex,2.106,,6839410,822,4.56s,3.65ms,49.00ns,3.65ms,28.49us,3.58ms,3.78ms
imported/regex-redux/regex-redux,regex-redux,0.1.0 (rev 79305bcb5f),d/dmd/std-regex,2.106,,,57,4.61s,53.24ms,0.00ns,53.35ms,368.33us,52.48ms,54.25ms
imported/rsc/no-exponential,count-spans,0.1.0 (rev 79305bcb5f),d/dmd/std-regex,2.106,,25,1000000,3.05s,1.37us,0.00ns,1.39us,70.00ns,1.30us,6.68us
imported/rsc/literal,count-spans,0.1.0 (rev 79305bcb5f),d/dmd/std-regex,2.106,,51,1000000,1.28s,492.00ns,0.00ns,496.00ns,29.00ns,464.00ns,6.65us
imported/rsc/not-literal,count-spans,0.1.0 (rev 79305bcb5f),d/dmd/std-regex,2.106,,51,1000000,2.29s,1.00us,0.00ns,1.00us,137.00ns,930.00ns,132.68us
imported/rsc/match-class,count-spans,0.1.0 (rev 79305bcb5f),d/dmd/std-regex,2.106,,81,1000000,1.43s,572.00ns,0.00ns,576.00ns,30.00ns,532.00ns,2.85us
imported/rsc/match-class-in-range,count-spans,0.1.0 (rev 79305bcb5f),d/dmd/std-regex,2.106,,81,1000000,1.38s,544.00ns,0.00ns,547.00ns,29.00ns,505.00ns,4.78us
imported/rsc/match-class-unicode,count-spans,0.1.0 (rev 79305bcb5f),d/dmd/std-regex,2.106,,161,1000000,2.39s,1.04us,0.00ns,1.05us,42.00ns,0.99us,16.31us
imported/rsc/anchored-literal-short-non-match,count-spans,0.1.0 (rev 79305bcb5f),d/dmd/std-regex,2.106,,26,1000000,1.08s,400.00ns,0.00ns,402.00ns,18.00ns,386.00ns,6.81us
imported/rsc/anchored-literal-long-non-match,count-spans,0.1.0 (rev 79305bcb5f),d/dmd/std-regex,2.106,,390,1000000,1.08s,401.00ns,0.00ns,403.00ns,19.00ns,385.00ns,7.37us
imported/rsc/anchored-literal-short-match,count-spans,0.1.0 (rev 79305bcb5f),d/dmd/std-regex,2.106,,26,1000000,1.78s,743.00ns,0.00ns,747.00ns,38.00ns,705.00ns,4.53us
imported/rsc/anchored-literal-long-match,count-spans,0.1.0 (rev 79305bcb5f),d/dmd/std-regex,2.106,,390,1000000,1.78s,743.00ns,0.00ns,748.00ns,36.00ns,707.00ns,4.61us
imported/rsc/one-pass-short,count-spans,0.1.0 (rev 79305bcb5f),d/dmd/std-regex,2.106,,17,1000000,3.04s,1.38us,0.00ns,1.39us,72.00ns,1.30us,10.94us
imported/rsc/one-pass-short-not,count-spans,0.1.0 (rev 79305bcb5f),d/dmd/std-regex,2.106,,17,1000000,2.89s,1.31us,0.00ns,1.33us,137.00ns,1.22us,120.17us
imported/rsc/one-pass-long-prefix,count-spans,0.1.0 (rev 79305bcb5f),d/dmd/std-regex,2.106,,26,1000000,2.24s,0.97us,0.00ns,0.97us,39.00ns,920.00ns,6.44us
imported/rsc/one-pass-long-prefix-not,count-spans,0.1.0 (rev 79305bcb5f),d/dmd/std-regex,2.106,,26,1000000,2.24s,0.97us,0.00ns,0.98us,42.00ns,916.00ns,4.77us
imported/rsc/long-needle1,count-spans,0.1.0 (rev 79305bcb5f),d/dmd/std-regex,2.106,,100002,54435,4.51s,59.90us,0.00ns,55.05us,6.62us,44.41us,94.39us
imported/rsc/long-needle2,count-spans,0.1.0 (rev 79305bcb5f),d/dmd/std-regex,2.106,,100002,56145,4.51s,59.74us,0.00ns,53.37us,6.93us,44.23us,70.23us
imported/rsc/easy0-32,count-spans,0.1.0 (rev 79305bcb5f),d/dmd/std-regex,2.106,,58,1000000,2.09s,907.00ns,0.00ns,910.00ns,120.00ns,835.00ns,116.37us
imported/rsc/easy0-1k,count-spans,0.1.0 (rev 79305bcb5f),d/dmd/std-regex,2.106,,1050,1000000,2.14s,914.00ns,0.00ns,917.00ns,149.00ns,842.00ns,144.08us
imported/rsc/easy0-32k,count-spans,0.1.0 (rev 79305bcb5f),d/dmd/std-regex,2.106,,32794,1000000,2.49s,1.10us,0.00ns,1.11us,42.00ns,1.03us,7.32us
imported/rsc/easy0-1mb,count-spans,0.1.0 (rev 79305bcb5f),d/dmd/std-regex,2.106,,1048602,311263,4.57s,9.55us,0.00ns,9.57us,353.00ns,9.27us,130.93us
imported/rsc/easy1-32,count-spans,0.1.0 (rev 79305bcb5f),d/dmd/std-regex,2.106,,51,1000000,2.24s,0.97us,0.00ns,0.97us,126.00ns,863.00ns,116.37us
imported/rsc/easy1-1k,count-spans,0.1.0 (rev 79305bcb5f),d/dmd/std-regex,2.106,,1043,1000000,2.24s,0.97us,0.00ns,0.97us,43.00ns,865.00ns,5.83us
imported/rsc/easy1-32k,count-spans,0.1.0 (rev 79305bcb5f),d/dmd/std-regex,2.106,,32787,1000000,2.64s,1.19us,0.00ns,1.19us,129.00ns,1.10us,118.21us
imported/rsc/easy1-1mb,count-spans,0.1.0 (rev 79305bcb5f),d/dmd/std-regex,2.106,,1048595,304027,4.57s,9.75us,0.00ns,9.79us,266.00ns,9.45us,127.22us
