name,model,rebar_version,engine,engine_version,err,haystack_len,iters,total,median,mad,mean,stddev,min,max
captures/contiguous-letters,count-captures,0.1.0 (rev 79305bcb5f),python/re,3.11.6,,61436,103,4.56s,29.11ms,0.00ns,29.14ms,303.18us,28.53ms,29.99ms
curated/01-literal/sherlock-en,count,0.1.0 (rev 79305bcb5f),python/re,3.11.6,,899232,13400,4.56s,223.11us,0.00ns,223.59us,2.12us,221.84us,341.76us
curated/01-literal/sherlock-casei-en,count,0.1.0 (rev 79305bcb5f),python/re,3.11.6,,899232,1192,4.56s,2.50ms,25.00ns,2.52ms,61.05us,2.46ms,3.06ms
curated/01-literal/sherlock-ru,count,0.1.0 (rev 79305bcb5f),python/re,3.11.6,,1570556,14176,4.57s,211.35us,1.00ns,211.16us,2.38us,206.54us,326.82us
curated/01-literal/sherlock-casei-ru,count,0.1.0 (rev 79305bcb5f),python/re,3.11.6,,1570556,956,4.56s,3.14ms,22.00ns,3.14ms,28.82us,3.09ms,3.76ms
curated/01-literal/sherlock-zh,count,0.1.0 (rev 79305bcb5f),python/re,3.11.6,,813478,43161,4.57s,69.04us,0.00ns,69.24us,1.48us,67.21us,185.38us
curated/02-literal-alternate/sherlock-en,count,0.1.0 (rev 79305bcb5f),python/re,3.11.6,,899232,1528,4.56s,1.96ms,4.00ns,1.96ms,6.49us,1.95ms,2.08ms
curated/02-literal-alternate/sherlock-casei-en,count,0.1.0 (rev 79305bcb5f),python/re,3.11.6,,899232,147,4.56s,20.41ms,0.00ns,20.42ms,290.32us,19.82ms,21.47ms
curated/02-literal-alternate/sherlock-ru,count,0.1.0 (rev 79305bcb5f),python/re,3.11.6,,1570556,623,4.56s,4.84ms,0.00ns,4.82ms,42.84us,4.67ms,4.97ms
curated/02-literal-alternate/sherlock-casei-ru,count,0.1.0 (rev 79305bcb5f),python/re,3.11.6,,1570556,110,4.61s,27.46ms,3.47us,27.46ms,257.27us,26.79ms,28.31ms
curated/02-literal-alternate/sherlock-zh,count,0.1.0 (rev 79305bcb5f),python/re,3.11.6,,813478,2462,4.56s,1.22ms,1.00ns,1.22ms,12.98us,1.18ms,1.34ms
curated/03-date/ascii,count-spans,0.1.0 (rev 79305bcb5f),python/re,3.11.6,,268796,13,4.82s,237.28ms,0.00ns,237.26ms,231.92us,236.73ms,237.57ms
curated/03-date/unicode,count-spans,0.1.0 (rev 79305bcb5f),python/re,3.11.6,,268796,10,4.61s,305.42ms,2.97us,305.41ms,361.53us,304.43ms,305.80ms
curated/03-date/compile-ascii,compile,0.1.0 (rev 79305bcb5f),python/re,3.11.6,,,786,4.56s,3.78ms,2.00ns,3.81ms,127.97us,3.63ms,4.40ms
curated/03-date/compile-unicode,compile,0.1.0 (rev 79305bcb5f),python/re,3.11.6,,,752,4.56s,3.96ms,34.00ns,3.98ms,128.87us,3.81ms,4.61ms
curated/04-ruff-noqa/real,grep-captures,0.1.0 (rev 79305bcb5f),python/re,3.11.6,,32514634,3,5.37s,1.04s,0.00ns,1.04s,4.41ms,1.03s,1.04s
curated/04-ruff-noqa/tweaked,grep-captures,0.1.0 (rev 79305bcb5f),python/re,3.11.6,,32514634,12,4.97s,264.96ms,50.93us,264.50ms,907.89us,263.00ms,265.57ms
curated/04-ruff-noqa/compile-real,compile,0.1.0 (rev 79305bcb5f),python/re,3.11.6,,,43342,4.57s,67.69us,0.00ns,67.77us,1.31us,65.21us,186.89us
curated/05-lexer-veryl/single,count-captures,0.1.0 (rev 79305bcb5f),python/re,3.11.6,,150600,38,4.56s,79.48ms,2.69us,79.55ms,354.17us,78.89ms,80.77ms
curated/05-lexer-veryl/compile-single,compile,0.1.0 (rev 79305bcb5f),python/re,3.11.6,,,3277,4.56s,910.50us,0.00ns,910.88us,7.24us,888.15us,1.04ms
curated/06-cloud-flare-redos/original,count-spans,0.1.0 (rev 79305bcb5f),python/re,3.11.6,,107,622128,4.70s,4.58us,0.00ns,4.63us,1.04us,4.30us,763.18us
curated/06-cloud-flare-redos/simplified-short,count-spans,0.1.0 (rev 79305bcb5f),python/re,3.11.6,,102,638837,4.73s,4.44us,0.00ns,4.49us,1.26us,4.12us,0.98ms
