name,model,rebar_version,engine,engine_version,err,haystack_len,iters,total,median,mad,mean,stddev,min,max
opt/backtrack/words-english,grep-captures,0.0.1 (rev c050f4a04c),rust/regex/pikevm,0.3.0,,613357,146,4.56s,20.59ms,510.00ns,20.58ms,277.89us,19.83ms,21.15ms
opt/backtrack/words-russian,grep-captures,0.0.1 (rev c050f4a04c),rust/regex/pikevm,0.3.0,,613423,138,4.56s,21.74ms,1.49us,21.75ms,145.35us,21.44ms,22.28ms
opt/literal-alt/one-pattern,count,0.0.1 (rev c050f4a04c),rust/regex/pikevm,0.3.0,,123,836077,4.89s,3.55us,0.00ns,3.56us,76.00ns,3.35us,9.87us
opt/literal-alt/pattern-per-word,count,0.0.1 (rev c050f4a04c),rust/regex/pikevm,0.3.0,,123,5,6.47s,739.42ms,0.00ns,740.74ms,2.22ms,738.93ms,744.86ms
opt/onepass/fn-predicate,grep-captures,0.0.1 (rev c050f4a04c),rust/regex/pikevm,0.3.0,,7384531,69,4.56s,43.54ms,0.00ns,43.58ms,270.47us,43.14ms,44.83ms
opt/onepass/first-three-words-english,grep-captures,0.0.1 (rev c050f4a04c),rust/regex/pikevm,0.3.0,,613357,508,4.51s,5.90ms,194.00ns,5.91ms,58.55us,5.73ms,6.11ms
opt/onepass/first-three-words-russian,grep-captures,0.0.1 (rev c050f4a04c),rust/regex/pikevm,0.3.0,,613423,557,4.51s,5.39ms,0.00ns,5.39ms,58.14us,5.20ms,5.58ms
opt/onepass/word-boundary-english,grep-captures,0.0.1 (rev c050f4a04c),rust/regex/pikevm,0.3.0,,613357,1438,4.51s,2.08ms,5.00ns,2.09ms,20.74us,2.04ms,2.17ms
opt/onepass/word-boundary-russian,grep-captures,0.0.1 (rev c050f4a04c),rust/regex/pikevm,0.3.0,,613423,1511,4.51s,1.98ms,0.00ns,1.99ms,25.63us,1.91ms,2.13ms
slow/quadratic,count,0.0.1 (rev c050f4a04c),rust/regex/pikevm,0.3.0,,999,2,7.77s,2.56s,293.50us,2.56s,293.50us,2.56s,2.56s
wild/grapheme/codepoints,count,0.0.1 (rev c050f4a04c),rust/regex/pikevm,0.3.0,,4382592,6,5.41s,596.98ms,289.11us,596.80ms,871.27us,595.34ms,597.89ms
