name,model,rebar_version,engine,engine_version,err,haystack_len,iters,total,median,mad,mean,stddev,min,max
curated/01-literal/sherlock-en,count,0.0.1 (rev c050f4a04c),python/regex,2023.3.23,,899232,11842,4.56s,260.28us,0.00ns,252.91us,12.40us,231.99us,473.62us
curated/01-literal/sherlock-casei-en,count,0.0.1 (rev c050f4a04c),python/regex,2023.3.23,,899232,10552,4.56s,277.97us,3.00ns,283.88us,12.66us,268.51us,485.94us
curated/01-literal/sherlock-ru,count,0.0.1 (rev c050f4a04c),python/regex,2023.3.23,,1570556,9130,4.56s,312.06us,0.00ns,327.98us,25.36us,309.03us,558.66us
curated/01-literal/sherlock-casei-ru,count,0.0.1 (rev c050f4a04c),python/regex,2023.3.23,,1570556,8358,4.56s,358.21us,0.00ns,358.34us,2.82us,351.83us,551.56us
curated/01-literal/sherlock-zh,count,0.0.1 (rev c050f4a04c),python/regex,2023.3.23,,813478,26869,4.57s,111.14us,0.00ns,111.27us,1.19us,110.92us,280.74us
curated/02-literal-alternate/sherlock-en,count,0.0.1 (rev c050f4a04c),python/regex,2023.3.23,,899232,1047,4.56s,2.87ms,0.00ns,2.87ms,5.06us,2.85ms,2.91ms
curated/02-literal-alternate/sherlock-casei-en,count,0.0.1 (rev c050f4a04c),python/regex,2023.3.23,,899232,242,4.56s,12.45ms,96.00ns,12.44ms,55.58us,12.05ms,12.54ms
curated/02-literal-alternate/sherlock-ru,count,0.0.1 (rev c050f4a04c),python/regex,2023.3.23,,1570556,603,4.56s,4.97ms,0.00ns,4.98ms,34.39us,4.93ms,5.14ms
curated/02-literal-alternate/sherlock-casei-ru,count,0.0.1 (rev c050f4a04c),python/regex,2023.3.23,,1570556,171,4.56s,17.47ms,0.00ns,17.58ms,475.19us,16.82ms,18.43ms
curated/02-literal-alternate/sherlock-zh,count,0.0.1 (rev c050f4a04c),python/regex,2023.3.23,,813478,3370,4.56s,889.01us,1.00ns,889.95us,4.12us,886.80us,1.07ms
curated/03-date/ascii,count-spans,0.0.1 (rev c050f4a04c),python/regex,2023.3.23,,268796,13,4.81s,236.39ms,0.00ns,236.64ms,1.49ms,235.27ms,241.33ms
curated/03-date/unicode,count-spans,0.0.1 (rev c050f4a04c),python/regex,2023.3.23,,268796,12,4.86s,264.25ms,57.21us,264.31ms,513.36us,263.48ms,265.29ms
curated/03-date/compile-ascii,compile,0.0.1 (rev c050f4a04c),python/regex,2023.3.23,,,184,4.56s,15.60ms,109.00ns,16.33ms,1.46ms,15.28ms,19.45ms
curated/03-date/compile-unicode,compile,0.0.1 (rev c050f4a04c),python/regex,2023.3.23,,,81,4.61s,36.49ms,0.00ns,37.41ms,1.72ms,36.10ms,41.07ms
curated/04-ruff-noqa/real,grep-captures,0.0.1 (rev c050f4a04c),python/regex,2023.3.23,,32514634,10,5.06s,325.42ms,5.96us,325.32ms,264.16us,324.85ms,325.73ms
