name,model,rebar_version,engine,engine_version,err,haystack_len,iters,total,median,mad,mean,stddev,min,max
folly/literal-never-match-rare,count,0.0.1 (rev c050f4a04c),rust/memchr/memmem,2.5.0,,7384531,21041,4.56s,139.74us,0.00ns,142.55us,3.50us,139.38us,179.89us
folly/literal-never-match-frequent,count,0.0.1 (rev c050f4a04c),rust/memchr/memmem,2.5.0,,7384531,18178,4.57s,164.72us,0.00ns,165.00us,1.14us,164.17us,193.89us
folly/literal-never-match-tricksy,count,0.0.1 (rev c050f4a04c),rust/memchr/memmem,2.5.0,,120012,316883,4.62s,9.41us,0.00ns,9.44us,114.00ns,9.38us,15.01us
imported/sherlock/name-sherlock,count-spans,0.0.1 (rev c050f4a04c),rust/memchr/memmem,2.5.0,,594933,218497,4.62s,13.68us,0.00ns,13.70us,132.00ns,13.39us,27.66us
imported/sherlock/name-holmes,count-spans,0.0.1 (rev c050f4a04c),rust/memchr/memmem,2.5.0,,594933,189149,4.62s,15.72us,0.00ns,15.83us,266.00ns,15.34us,24.24us
imported/sherlock/name-sherlock-holmes,count-spans,0.0.1 (rev c050f4a04c),rust/memchr/memmem,2.5.0,,594933,208917,4.62s,14.47us,0.00ns,14.33us,322.00ns,13.54us,30.33us
imported/sherlock/the-lower,count-spans,0.0.1 (rev c050f4a04c),rust/memchr/memmem,2.5.0,,594933,18709,4.52s,160.28us,0.00ns,160.32us,5.68us,152.22us,183.38us
imported/sherlock/the-upper,count-spans,0.0.1 (rev c050f4a04c),rust/memchr/memmem,2.5.0,,594933,160460,4.63s,18.34us,0.00ns,18.66us,1.05us,17.25us,31.24us
opt/prefilter/literal-english,count,0.0.1 (rev c050f4a04c),rust/memchr/memmem,2.5.0,,613357,216560,4.63s,13.75us,0.00ns,13.82us,199.00ns,13.63us,19.79us
opt/prefilter/literal-russian,count,0.0.1 (rev c050f4a04c),rust/memchr/memmem,2.5.0,,613423,217467,4.62s,13.75us,0.00ns,13.76us,125.00ns,13.63us,36.27us
